DateOfDeparture;Departure;Arrival;WeeksToDeparture;log_PAX;std_wtd
2012-11-25;DFW;ATL;8.9;10.96705145;6.307055364
2013-01-22;LAX;DFW;13.45833333;11.62336445;11.91629927
2012-02-01;LAS;DEN;10.5;10.05048812;7.409098248
2012-10-14;SEA;DEN;9.904761905;10.69856825;7.777562355
2012-01-03;ATL;PHL;12.26086957;11.2470818;9.425388303
2012-03-31;ATL;DTW;10.65;9.632200623;7.889199813
2012-04-06;DFW;SFO;12.36363636;10.52862159;9.629050562
2012-02-26;ORD;IAH;11.1;10.75194163;8.638347795
2011-11-22;CLT;LGA;12.2173913;10.99291838;9.145075782
2012-04-01;ORD;SFO;11.66666667;11.45875724;9.478044805
2012-12-16;SFO;DEN;11;10.37769565;8.185352772
2012-10-16;LGA;CLT;8.882352941;11.49050228;6.660352402
2011-09-19;SFO;SEA;10.95454545;11.60495388;7.312593656
2012-07-16;ORD;EWR;11.47826087;12.2933117;7.506782177
2012-03-04;ORD;SFO;11.75;11.89244116;9.321550533
2012-12-24;ORD;IAH;11.15789474;9.189208663;7.690276385
2012-11-08;ATL;LAX;9.444444444;11.54096256;6.989254123
2012-07-29;LAS;ORD;13.32142857;10.8151672;9.553178922
2013-02-08;DEN;ATL;9.944444444;10.36334961;7.988758442
2011-09-12;LGA;ORD;11.20833333;13.74999322;7.956289099
2012-03-23;LAS;ORD;8.411764706;11.76784461;5.723403965
2012-06-20;LAX;BOS;11.13636364;11.14101009;7.899942462
2013-02-19;MIA;ATL;12.04761905;10.6186724;8.493975456
2012-05-02;LAX;ATL;12;11.70578793;9.385465173
2012-07-02;ORD;IAH;9.894736842;9.544934376;7.256374491
2012-08-04;DTW;ATL;12.22727273;9.989903534;10.20238916
2011-09-15;MSP;DEN;9.444444444;11.32177868;6.784257055
2012-03-14;DEN;SFO;14.25;11.32177868;11.37980668
2012-09-29;EWR;BOS;11.45;9.106307204;9.236512215
2012-11-08;PHX;ORD;11.73684211;10.9088489;11.91563914
2012-07-10;LAS;JFK;13.5;10.508746;8.22597512
2012-08-28;JFK;MCO;14.35714286;9.795362604;9.381677516
2012-11-06;LAS;ORD;10.42105263;9.853046864;8.726178936
2012-07-15;DTW;ORD;10;10.59973847;6.996239591
2011-10-22;ATL;DTW;11.79166667;9.998679906;8.861147078
2012-11-30;SFO;LAS;14.06896552;10.64980794;10.36798312
2011-11-20;DEN;MSP;9.388888889;9.871885164;6.937866165
2012-11-04;EWR;MCO;16.33333333;11.02853973;11.41727492
2012-05-30;DEN;LAS;11.80769231;10.2290133;8.000096153
2012-07-04;DEN;LAX;12.83333333;10.00741517;9.599214944
2011-10-31;DTW;LGA;8.3125;10.66211806;6.67051972
2012-09-21;DTW;ORD;10.94444444;11.49443268;9.433807928
2012-07-28;DTW;ATL;11.41666667;10.7284085;8.484854367
2011-09-23;ATL;BOS;13.07692308;12.07939642;8.601967575
2012-12-22;DTW;ORD;11.90909091;8.944033095;8.970369695
2012-05-18;IAH;ORD;9.117647059;11.12193089;7.809308172
2012-03-25;MCO;EWR;12.29166667;11.14101009;8.710209735
2011-11-24;EWR;ATL;10.16666667;9.21604331;9.230703243
2012-04-13;DFW;DEN;8;11.22453043;7.99037883
2012-07-27;SEA;DEN;13.30769231;11.18323776;9.058782394
2011-12-28;LAS;DEN;9.85;9.705346302;6.491087007
2012-05-23;EWR;ATL;7.777777778;11.29138259;5.69370711
2011-10-02;MSP;ATL;7.888888889;10.16605456;5.779160217
2012-11-29;DEN;ORD;6.076923077;10.99804899;4.030333701
2012-11-09;ATL;DTW;10.82352941;11.25155953;10.61387826
2012-09-01;ATL;PHL;11.45454545;9.853046864;7.992420652
2012-12-25;EWR;LAX;9.944444444;9.74589085;9.594558643
2012-10-07;DEN;SEA;13.5;10.37769565;9.978237189
2012-08-18;ORD;PHL;11;10.45468494;7.197883287
2011-10-17;BOS;LAX;14.18518519;11.52558123;9.531474327
2011-09-24;PHX;DEN;12.39130435;9.735837048;8.648379409
2012-03-04;LAS;ORD;13.25;11.02349244;12.02136256
2011-11-16;PHL;ORD;8.5;12.02111119;6.460134158
2012-10-14;ATL;EWR;9.111111111;10.74608613;8.817688699
2013-01-22;BOS;SFO;8.647058824;11.25155953;6.214309862
2012-09-19;LAX;IAH;11.65;9.972225906;10.76678616
2012-01-14;LGA;MIA;14.25925926;10.28991588;9.936694206
2012-05-25;ATL;CLT;9.631578947;10.20565213;7.064862398
2012-04-03;CLT;ATL;8.214285714;10.28991588;9.175037803
2012-05-06;SEA;SFO;12.6;10.73431968;11.93579314
2012-03-18;DEN;LAS;9.555555556;9.998679906;7.155600211
2012-11-02;DTW;LGA;13.68181818;10.24442641;10.87761513
2013-01-29;LAS;LAX;14.14285714;10.66824278;9.340133577
2012-12-08;EWR;ATL;9.588235294;9.8624898;8.381965935
2011-10-05;MCO;EWR;14.35714286;11.11231759;9.393513466
2011-10-24;MCO;PHL;13.69230769;10.66211806;9.151040294
2012-03-23;DFW;DEN;10.94444444;11.23358372;10.63552439
2013-02-16;CLT;ATL;7;8.84918338;6.838803314
2011-12-03;ATL;EWR;8.428571429;9.28148777;8.073835098
2012-10-16;ATL;MCO;12.85185185;12.07652502;9.550286761
2013-01-18;BOS;EWR;7.071428571;10.9088489;4.953076522
2013-02-21;BOS;ORD;10.84210526;11.77798956;9.833407671
2012-07-03;ORD;LAS;11.58333333;9.81478961;7.210600088
2012-07-21;DEN;SFO;10.95454545;10.04195275;9.373098653
2012-12-04;ORD;BOS;8.764705882;11.57886987;6.280221053
2012-03-07;IAH;LAX;11.33333333;10.55479712;8.598449473
2012-12-01;MIA;ATL;16.6;9.735837048;12.13601082
2012-11-29;MIA;JFK;14.25;9.357105253;14.4071437
2013-02-24;DFW;LAS;6.875;11.06843379;5.213763836
2012-06-06;ORD;MSP;14.55555556;12.43608401;10.5259143
2012-01-07;ATL;DEN;9.380952381;9.357105253;6.681887387
2011-10-07;MSP;ATL;9.277777778;10.75777881;6.533223288
2011-10-17;BOS;SFO;12.20833333;12.15805164;8.335253402
2011-11-25;CLT;ATL;9.125;7.896505977;7.003570518
2011-11-30;ATL;DFW;9.842105263;11.93942036;8.408085777
2012-11-28;ORD;ATL;8.058823529;11.99127094;7.101677515
2012-05-07;DFW;ORD;13.63636364;12.94154037;11.55749789
2012-09-07;JFK;LAS;18.13157895;11.23809395;11.90087676
2011-12-09;DFW;LAS;13.44;10.31225119;9.669884522
2011-11-27;LAX;JFK;17.13513514;13.01246054;10.96246668
2012-09-17;SFO;DFW;14.69230769;11.50226873;10.48720833
2012-02-17;ORD;DEN;10.57142857;11.05357334;7.09627669
2013-01-10;MCO;ATL;13.58333333;12.61448137;10.97394807
2013-01-01;PHL;DFW;11.41176471;8.371198004;9.740757308
2012-12-10;EWR;SFO;8.294117647;11.20170302;5.654253995
2012-07-21;EWR;ORD;11.04545455;9.795362604;7.492709299
2011-09-25;MIA;LGA;10.52380952;10.98777361;6.874729432
2011-09-03;DFW;LAX;11.95833333;10.47514192;7.743042693
2012-02-06;ATL;LAX;11.625;11.75423158;9.116695149
2012-11-14;LGA;MIA;11.33333333;11.16458785;10.46563002
2012-10-09;BOS;LAX;15.55172414;11.42646248;11.01163737
2013-01-30;ORD;PHL;7.214285714;11.60495388;5.885818307
2012-07-20;ATL;SFO;12.125;11.02853973;9.042472248
2013-01-28;EWR;ATL;7.8125;11.64521988;5.344389582
2012-01-21;SFO;SEA;8.9375;10.33432217;7.689549185
2012-01-05;PHL;ATL;9.75;11.03357341;9.248423289
2011-11-30;EWR;SFO;9.117647059;11.06349345;7.655736027
2012-08-20;DEN;DFW;12.48;11.84099029;8.160473842
2012-10-25;ORD;MSP;12.9047619;12.66336672;10.59200058
2012-08-15;ATL;CLT;8.176470588;11.01843144;5.317839013
2011-10-20;PHL;ATL;9.85;12.43371278;6.491087007
2012-07-20;JFK;MIA;16.4375;10.23673578;10.96898119
2012-12-14;ORD;DTW;11.84210526;10.85983942;11.20150366
2012-03-01;ORD;LAX;11.36363636;12.10786989;7.955503962
2012-09-30;DEN;LAS;13.80769231;10.47514192;9.74892499
2011-09-28;DFW;LAS;12;9.775731099;8.92828571
2013-01-26;DTW;ORD;6.5;9.106307204;5.178627407
2012-11-03;SEA;DEN;10.0625;9.511127243;9.532182331
2011-10-31;LGA;CLT;10;10.356135;8.443584408
2012-09-06;JFK;MCO;15.36666667;9.824427749;10.18275531
2012-09-09;SFO;ATL;13.15384615;10.52862159;8.830367185
2012-10-02;LGA;CLT;8.75;11.16926784;6.8556546
2012-01-17;LGA;CLT;6.785714286;11.26492859;4.6604485
2012-12-16;SFO;LAX;16.35483871;11.77461404;12.42188495
2011-12-29;LAS;SFO;15.53846154;10.71056171;12.53229674
2013-03-02;JFK;LAS;7.866666667;8.569787113;6.06943945
2011-10-10;ATL;LGA;11.66666667;12.81441868;8.810402284
2011-12-17;SEA;DEN;12.17391304;9.899790558;9.008340448
2011-10-16;DFW;LGA;11.48;11.72670377;8.114390509
2012-12-13;BOS;EWR;9.368421053;11.94251063;8.173198247
2012-09-19;SEA;LAX;15.11538462;11.49050228;12.08743785
2012-11-12;DFW;PHL;10.05555556;11.38529137;7.810040463
2012-05-28;LAX;ORD;13.04;12.12474761;9.723168208
2012-11-07;DEN;PHX;10.15;11.3088124;6.960603422
2012-12-06;DEN;MSP;6.066666667;10.74608613;4.366539438
2013-01-12;CLT;ATL;11.21052632;8.897211161;9.204944006
2011-10-26;DTW;ORD;11.36363636;11.62336445;8.150638038
2013-01-30;SEA;LAX;10.76190476;10.76359777;7.62826823
2013-03-05;PHL;ATL;4.666666667;9.511127243;5.916079783
2012-02-06;LAS;ORD;13.66666667;11.17859274;9.20284237
2011-11-15;ORD;EWR;10.42105263;11.85722168;8.584972591
2012-05-16;PHL;BOS;7;11.51784273;4.472135955
2012-07-23;BOS;ORD;13.66666667;12.84321455;11.06275804
2012-12-27;MIA;LGA;15.6875;10.64980794;9.713434328
2011-11-06;CLT;LGA;8.9375;10.23673578;7.206189469
2012-11-15;ORD;ATL;13.52173913;12.34627603;13.12135513
2012-04-21;ATL;MSP;11;9.465076119;7.874007874
2012-03-09;IAH;LAX;11.5;10.7284085;8.369745013
2012-03-25;ORD;MSP;8.944444444;10.75777881;6.082493899
2013-03-05;DFW;SFO;7.615384615;9.381644762;6.487660872
2012-07-04;ATL;DEN;12.60869565;9.8624898;9.084147683
2012-08-19;SEA;ORD;16.06451613;11.1074923;11.08132207
2012-03-13;LAX;DEN;12.33333333;11.33465543;9.549262055
2011-12-18;MIA;ATL;16.5483871;10.14188607;12.26876443
2011-10-01;DEN;SFO;13.40740741;10.87631943;8.513605669
2012-08-31;DEN;LAS;12.83333333;10.47514192;10.65125699
2011-10-10;ATL;LAX;12.20833333;11.85722168;9.394629209
2012-06-22;SFO;SEA;12.39130435;11.28260622;10.7860985
2012-01-26;LAS;JFK;10.09090909;11.60495388;7.386661666
2012-01-16;DFW;PHL;9.3125;10.74608613;8.56908202
2013-03-04;SFO;BOS;7.6875;9.81478961;5.121441854
2012-11-13;DTW;ORD;9.888888889;11.47072504;8.330587783
2012-11-27;ATL;DTW;11.40909091;10.62494123;8.015812295
2012-04-09;SEA;SFO;8.352941176;11.23358372;5.634061329
2012-03-20;MIA;ATL;11.7826087;10.7284085;10.08579794
2012-04-30;DEN;ATL;10.05555556;10.71056171;8.362888765
2011-10-30;SEA;SFO;9.235294118;10.25971319;7.644682889
2011-12-11;IAH;LAX;11.30434783;10.89806866;7.31396412
2012-01-18;DFW;ORD;11;11.97616984;9.678154094
2012-04-07;ATL;MCO;14.22222222;9.488243818;9.970469217
2012-06-12;LAX;BOS;12.7826087;10.97744131;10.58711276
2011-10-30;SFO;LAX;14.80645161;11.98222496;10.26131686
2012-08-06;DEN;PHX;11.89473684;10.86534895;10.11541583
2011-09-17;ORD;DTW;8.0625;9.5999524;5.65058994
2011-12-31;MSP;ORD;11.4;8.392035939;8.786353055
2011-12-06;BOS;ORD;11.77272727;11.89244116;8.651626977
2012-06-03;MCO;ATL;12.04166667;10.94609644;8.024306372
2012-03-05;JFK;LAS;10.21052632;10.58700821;8.797594036
2012-09-20;SEA;LAX;13.64;11.50617444;9.793194916
2012-12-04;LGA;DTW;10.76470588;10.70457462;9.883884685
2012-06-08;PHX;ORD;10.95;10.5933842;8.312799263
2012-05-26;DFW;PHL;9.714285714;7.785131052;11.75669087
2012-04-08;PHL;ATL;6.384615385;9.899790558;4.426030229
2012-06-04;ATL;SFO;9.238095238;11.10265448;6.456816258
2012-07-15;JFK;LAX;17.89189189;13.32708778;12.31706987
2012-09-07;LAX;LAS;16.75;11.93322442;11.22209802
2011-09-22;MCO;ATL;11.76;12.44553892;8.176592607
2012-12-22;DTW;LGA;12.33333333;9.642827294;8.468184276
2012-09-16;DTW;ORD;8.705882353;10.24442641;6.01835428
2012-02-19;ATL;SFO;8.1875;9.511127243;8.549610128
2013-01-13;BOS;PHL;7.066666667;9.255584913;4.589843861
2011-09-18;LAS;LAX;14.03225806;13.43971893;9.03874575
2012-09-16;ATL;ORD;12.95454545;11.23809395;11.91028876
2012-10-16;SFO;DFW;14.41666667;11.04859343;10.97790931
2012-12-19;ATL;EWR;8.105263158;11.03859354;5.636140689
2011-12-19;DEN;MSP;9.85;10.34889236;6.491087007
2012-05-24;JFK;LAX;16.42424242;13.47398994;11.85598557
2013-02-23;LGA;BOS;2.666666667;7.86927957;2.160246899
2011-11-12;JFK;LAS;13.30769231;10.84877128;10.06685345
2012-09-01;LAS;DFW;15.22222222;8.433026067;13.24233654
2012-04-05;ORD;LGA;13.78571429;13.48752393;10.33640507
2012-03-05;IAH;LAX;11.21052632;10.74021219;11.56901488
2012-06-17;LAX;LAS;17;11.35168729;12.72031649
2011-11-05;SEA;LAX;13.69230769;10.4886563;10.26360261
2011-10-14;LGA;ORD;12.5;13.65999623;8.737724308
2012-12-27;DEN;DFW;10.65217391;10.67434745;7.720154824
2012-01-22;ATL;EWR;8.176470588;10.28241094;7.046588662
2011-10-09;ATL;LAX;11.65217391;11.60865056;9.217615032
2012-07-03;BOS;EWR;12.18181818;9.674348761;8.578135904
2013-01-31;JFK;SFO;14.66666667;12.30351679;11.19409185
2012-08-29;EWR;ATL;9.2;10.63741603;6.985699679
2012-05-03;IAH;LAX;13.29166667;11.21543297;9.76898004
2012-11-20;LAX;ATL;14.6;10.71056171;11.86029792
2012-01-13;LAX;DFW;14.22222222;12.0993734;10.33043797
2012-04-04;ORD;LAX;15.77777778;12.29842122;12.38278375
2011-10-10;LAX;JFK;15.52941176;13.25975282;9.909393444
2012-01-20;SFO;EWR;12.04166667;11.44267977;7.798991945
2012-12-04;DEN;ATL;5.666666667;10.02476391;3.915780041
2012-04-28;EWR;SFO;14.5;10.2290133;11.96734688
2012-06-13;DEN;ORD;13.45833333;11.25155953;10.66476999
2013-03-02;SFO;JFK;14.70833333;10.51539476;13.06332126
2012-09-14;ATL;DFW;12.77272727;11.94867584;12.48973605
2012-12-23;MIA;JFK;15.86666667;9.705346302;11.75829372
2012-12-13;MSP;ATL;9.55;10.95660338;7.625959819
2013-01-31;DTW;ORD;7;11.57511363;5.391351098
2012-03-14;ATL;MSP;10.04347826;10.39900989;6.711443828
2012-04-18;BOS;SFO;12.30434783;11.42238603;8.772036058
2013-02-16;LAS;DEN;9.210526316;10.03337813;5.968239526
2011-12-21;ORD;PHX;10.63636364;10.22125872;8.560960419
2012-06-14;DFW;ORD;11.13043478;12.77531922;8.843612733
2013-01-28;EWR;BOS;9;11.68108591;9.59817691
2013-01-03;ORD;PHL;11.31578947;9.936359882;10.16558809
2012-10-09;LGA;ORD;10.54545455;13.4019849;7.835980947
2012-08-23;LAX;JFK;19.07317073;13.35045505;12.0257853
2011-10-30;LAX;DFW;12.04166667;11.338928;9.369140681
2011-09-07;BOS;PHL;7.785714286;11.42646248;6.191539779
2012-04-27;LAS;DEN;14.22222222;10.9408207;10.24444815
2011-11-21;DFW;LAS;9.315789474;9.522464517;6.182885263
2011-09-29;SFO;LAX;13.13793103;12.70690899;8.626057442
2011-11-26;LAS;DEN;11.40909091;9.785572682;8.244242383
2013-01-11;ATL;EWR;7.625;11.01843144;4.991659711
2012-05-21;MSP;DEN;10.9;11.27378835;9.031523739
2011-10-06;MSP;ATL;9.388888889;11.35592107;6.98013053
2012-06-19;LAS;SFO;13.92592593;10.37769565;11.27258733
2012-10-16;IAH;LAX;11.43478261;10.42008329;7.530701325
2013-01-03;LAX;EWR;14.51851852;9.663900691;12.64111232
2012-01-22;ATL;MCO;11.54545455;11.84424789;9.272217964
2013-01-24;ATL;EWR;7.647058824;11.36856502;6.254410209
2013-03-01;ORD;EWR;7;11.54096256;4.472135955
2012-05-22;ORD;LAX;11.84;12.31366634;8.778192677
2012-06-28;DEN;PHX;10.42105263;10.78669374;8.719810074
2011-11-12;SEA;SFO;9.470588235;9.954379112;8.675523378
2013-03-05;JFK;LAX;12.42857143;11.64159505;10.81004824
2012-10-28;ORD;DFW;13.92592593;11.96094546;9.603388528
2012-05-20;ATL;MCO;16.76470588;11.81472259;11.89871097
2013-02-10;LAX;DFW;11.95454545;11.14101009;8.812746573
2012-03-12;LAX;LAS;12.76923077;11.47072504;9.933006362
2011-11-13;ATL;EWR;12.85185185;10.58700821;9.226649128
2012-09-08;EWR;LAX;16.4137931;9.918164852;12.53998531
2012-11-12;LAS;SFO;12.76923077;10.92490331;9.630400583
2011-09-21;ORD;MSP;10.05263158;12.62307574;7.059065757
2011-11-28;SEA;DEN;10.05;10.94609644;6.739319035
2012-10-29;SFO;BOS;11;9.775731099;7.438637868
2012-05-20;CLT;ATL;11.61904762;10.21347175;9.249195589
2012-04-06;ATL;DFW;11.38095238;11.40599054;8.38734875
2011-10-07;LAX;SFO;14.22580645;12.65284793;9.362014304
2012-09-13;DFW;SFO;13.52;12.25975413;9.708758932
2012-02-12;BOS;EWR;12.42105263;9.465076119;10.02948868
2012-08-16;ATL;EWR;11.45833333;11.01335667;8.866052338
2012-06-30;ORD;SEA;14.07142857;10.23673578;9.030518509
2012-06-05;ORD;BOS;11.95652174;12.98441526;8.662763893
2011-10-31;PHL;ATL;9.631578947;11.09294105;7.987563433
2011-10-13;PHL;MCO;12.72;10.74608613;8.536783157
2012-12-10;DEN;PHX;7.733333333;11.11231759;5.775152029
2012-10-10;ATL;DFW;9.941176471;12.05630045;10.70321557
2011-10-15;DTW;ORD;11.35;9.695070927;9.18393907
2012-11-30;ORD;SEA;11.6;10.42008329;10.67904983
2013-03-05;ATL;LGA;7.25;10.92490331;8.975978042
2012-04-21;LAS;ORD;13.15;10.57419046;11.05143477
2012-07-18;SFO;BOS;10.54166667;11.42646248;7.002975558
2012-02-25;DTW;ORD;11;8.799885996;9.956153876
2012-06-16;BOS;ATL;13.18181818;9.890535077;11.74991941
2013-01-08;SFO;DFW;11.63157895;10.44781578;11.2309618
2012-04-03;LAX;DEN;12.76190476;11.11231759;12.02041914
2012-01-21;MSP;ORD;12.13636364;10.66824278;10.37072553
2012-11-04;ATL;MCO;10.52173913;11.50617444;7.512834868
2011-12-30;ORD;EWR;9.666666667;10.39193217;8.160161475
2012-08-23;ORD;ATL;10.95238095;12.19077135;9.211276733
2012-02-12;EWR;BOS;8.266666667;10.06744256;6.452758731
2011-11-11;SFO;SEA;13.20833333;11.3088124;9.717662837
2012-02-06;ORD;LAX;12.125;12.55763128;8.471499534
2012-12-29;ATL;BOS;11.96153846;9.13435248;8.316156657
2012-06-08;DTW;LGA;9.894736842;10.76359777;7.007097488
2012-09-17;ORD;LAX;14.14814815;12.48750264;10.89708396
2011-10-07;SEA;SFO;12.45833333;11.33465543;8.727663
2012-02-09;ATL;DFW;8.411764706;12.22558167;7.43352897
2011-12-16;JFK;LAS;11.04761905;10.31225119;7.90870527
2011-09-30;LAX;DFW;13.08333333;11.86045108;9.315329426
2013-01-01;EWR;SFO;15.84;9.441616996;11.9292358
2012-03-14;JFK;MIA;10.5;10.98777361;8.325610457
2012-03-27;ATL;DFW;9.3125;11.89244116;8.138130416
2012-05-16;DFW;BOS;9.263157895;11.13625856;6.162990844
2012-07-27;SFO;JFK;17.48571429;12.60151509;11.18657659
2012-01-07;SFO;LAX;19.9;11.57511363;13.24870579
2012-03-10;ORD;LAX;13.24;11.5713498;9.452865527
2012-01-14;DFW;LAS;11.47368421;9.294305524;9.014608028
2012-08-23;LAX;SEA;13.37931034;11.62702485;9.029371886
2013-03-02;DEN;SEA;7.625;8.453188163;4.991659711
2012-03-14;LAX;BOS;10.15;10.85983942;7.13977001
2012-03-12;PHL;DFW;7;10.75777881;6.416125518
2012-07-27;MSP;ATL;13.46153846;10.98261462;9.153057497
2012-06-11;IAH;LAX;13.25;10.96705145;10.59634884
2012-07-30;ATL;SFO;13;11.21086754;11.41699724
2012-12-23;SFO;SEA;13.15384615;10.27487567;10.55534863
2011-12-19;LAS;ORD;9.833333333;9.954379112;7.717436331
2012-12-08;SEA;DEN;9.411764706;9.004688059;7.43352897
2012-08-12;LGA;BOS;6.3;9.589077875;5.73585216
2012-05-15;BOS;SFO;12.5;11.60124985;10.64469463
2012-04-07;LAS;SFO;16.03571429;10.26730984;11.15706766
2012-10-19;SFO;JFK;19.23076923;12.75745343;13.02115998
2012-11-12;LAX;DEN;13.56;11.27378835;11.15825554
2012-01-09;LAS;JFK;12.56;10.561284;8.22638033
2012-01-29;ATL;LAX;10.91666667;11.28260622;7.700461119
2012-08-09;BOS;ORD;11.79166667;12.18264508;7.598507672
2012-09-27;LAS;JFK;20.11904762;11.50617444;12.96186222
2012-09-24;ATL;MCO;12.25925926;12.0879842;8.327861451
2011-10-04;LAX;BOS;12.125;10.39193217;8.141746955
2012-06-21;LAX;SFO;15.51612903;13.03322115;11.67296297
2012-03-12;SEA;LAX;7.647058824;11.2782025;6.353553892
2012-11-12;SFO;LAS;14.61538462;11.02349244;10.98026201
2012-01-24;ATL;MSP;10.9;10.5352;10.34611547
2012-08-12;ATL;CLT;11.04545455;9.834016335;8.577252711
2012-09-15;CLT;ATL;9.411764706;9.06343231;6.937748406
2012-01-20;ATL;CLT;9;10.97744131;8.029357897
2013-02-23;DFW;PHL;6.727272727;7.75621612;6.574053682
2012-11-11;LAS;SFO;16.03225806;10.69254248;12.04846843
2011-12-02;EWR;SFO;11.5;10.90346657;8.028224022
2012-05-06;LAX;SFO;12.04347826;12.01220914;10.23131672
2012-04-08;DFW;LAS;10.05555556;9.511127243;8.242445541
2012-06-22;DTW;ORD;10.0952381;11.29575534;7.867050031
2011-12-14;DFW;LGA;10.47368421;11.69876353;8.167472212
2013-01-10;SEA;DEN;12.04545455;10.5933842;9.398466302
2012-09-06;ORD;ATL;10.9047619;11.62336445;9.202742862
2013-01-27;DFW;PHL;7;10.25208546;5.732115042
2012-08-03;MSP;ORD;10.66666667;11.99127094;7.203058932
2012-01-08;DEN;MSP;10.4;9.998679906;7.308250565
2011-11-14;LGA;CLT;8.2;11.2470818;6.537802165
2012-04-18;MIA;LGA;11.82608696;11.67396767;9.383991077
2012-01-15;EWR;ORD;8.470588235;10.87631943;6.104482442
2012-03-27;CLT;LGA;6.166666667;10.98261462;4.687184333
2012-02-12;MSP;ATL;10.27272727;10.37053642;7.635642102
2013-02-07;CLT;ATL;7.4375;11.26936373;6.142407237
2012-08-09;EWR;MCO;16.16129032;10.63118906;11.16272599
2012-02-15;LAS;LAX;11.08333333;12.47594045;8.064504441
2011-09-10;LAS;DFW;9.9;9.725728753;6.734827001
2011-10-24;ATL;EWR;9.45;11.87331303;7.577494378
2012-05-26;PHL;ORD;8.8125;9.476695944;7.782191208
2012-12-26;ORD;SEA;11.52173913;9.74589085;10.46582996
2011-11-02;SEA;ORD;11.52380952;10.92490331;8.370298965
2012-08-19;SEA;SFO;15.58064516;10.76939863;9.865002766
2012-03-15;SEA;LAX;10.33333333;11.63067809;8.242168
2012-03-20;CLT;LGA;7.733333333;11.18787125;5.861090423
2011-12-05;EWR;ORD;8.25;12.19347226;5.949789912
2013-02-02;ORD;PHL;8.882352941;9.307035783;7.201409176
2012-05-07;LAS;DFW;13.04545455;10.5933842;9.110314786
2011-10-18;SEA;LAX;9.3;10.83204493;7.123718721
2012-02-17;SFO;LAX;9.842105263;12.86405249;6.962304519
2012-05-09;LAS;LAX;15.66666667;11.72323404;12.18346345
2012-11-15;DFW;PHL;9;11.38112382;9.296696802
2012-04-13;ATL;LGA;11.875;11.99427654;7.702695745
2012-02-13;PHL;DFW;5;11.08806529;3.31662479
2012-08-29;LAX;EWR;15.4137931;10.76359777;10.48644445
2012-01-29;SEA;SFO;6.538461538;10.30483577;5.092729861
2012-08-16;SFO;ATL;11.54166667;11.20170302;8.66265933
2012-11-24;PHX;ORD;14.5;9.755890744;9.826268649
2012-06-14;DEN;PHX;8.9375;11.02853973;6.913453069
2012-11-01;SEA;ORD;11.8;10.52862159;10.0974202
2012-12-11;MCO;ATL;7.1875;11.49050228;5.682942313
2013-01-30;LGA;BOS;5.076923077;12.99498173;3.774068063
2012-10-04;ATL;CLT;10.33333333;10.9408207;8.845071742
2012-12-17;DFW;ORD;13.04545455;12.21493984;10.98690681
2012-07-24;PHL;ORD;10.45;11.85398669;7.950339284
2012-01-02;BOS;LAX;12.88;10.89265509;8.78597367
2011-12-31;MSP;ATL;13.95652174;8.714712485;11.98285996
2013-02-28;MCO;ATL;9.380952381;11.98222496;6.666904758
2012-12-18;BOS;SFO;13.22222222;10.79813534;10.21436896
2012-01-23;DEN;PHX;6.625;11.78472233;4.773189011
2012-08-25;ATL;SFO;11.95454545;10.18199462;8.627074065
2012-04-08;DTW;ORD;8.125;9.229317214;5.852349955
2013-01-24;DFW;LAX;12.48;11.89877385;9.755852944
2012-09-16;ATL;CLT;10.52631579;9.890535077;8.369046282
2011-12-25;LAS;JFK;8.6;8.148914309;8.16613215
2012-05-01;ATL;MCO;12.625;11.55241587;10.04257242
2012-06-20;PHL;DFW;10.44444444;10.97744131;10.57868124
2012-11-03;DFW;BOS;11.31578947;8.959382776;10.45653773
2013-01-14;ATL;MCO;11.20833333;12.06210132;8.043248136
2011-10-19;ORD;EWR;11.85714286;12.22823267;8.844691709
2012-04-03;LAX;BOS;9.5;10.45468494;6.921832467
2011-11-16;ATL;ORD;8.5;12.33380123;7.778174593
2012-09-17;JFK;LAX;17.56756757;13.27341571;11.53145587
2011-10-04;EWR;SFO;14;11.03859354;8.960820068
2012-01-21;CLT;ATL;8.125;9.765837305;6.042902173
2012-10-02;EWR;MCO;12.04347826;10.20565213;8.931447306
2012-12-14;LGA;DFW;11.09090909;11.74051847;7.347880102
2013-03-04;IAH;LAX;8;8.679523219;5.861138215
2012-03-17;LAX;JFK;16;12.75145993;10.72691319
2012-03-06;SFO;LAX;11.80952381;12.63376331;11.66027036
2011-12-21;LAX;JFK;19.575;12.53978448;11.81456619
2012-09-20;PHX;ORD;15.73076923;11.25602654;12.67298763
2013-02-11;BOS;ATL;9.176470588;11.75423158;9.409006949
2012-05-30;ATL;MIA;10.80952381;10.83763706;10.22555156
2012-06-04;LGA;ATL;11.05;12.62307574;9.38349615
2012-12-16;SFO;DFW;8.555555556;10.63118906;5.436502143
2012-07-11;LGA;BOS;4.181818182;12.92520471;3.341202832
2012-09-12;PHX;ORD;11;10.83763706;8.379172174
2012-05-23;BOS;ORD;9.315789474;12.36606376;6.182885263
2012-01-21;DEN;MSP;11.7826087;8.783159644;8.095770623
2012-01-02;BOS;ATL;12.2;10.30483577;11.54670151
2012-04-05;ORD;LAS;13.48;10.92490331;11.79025021
2012-03-19;DEN;DFW;8.526315789;11.87331303;6.319005029
2012-09-02;DFW;LAS;14.6;9.653393757;10.51189802
2012-05-24;MIA;ATL;11;10.89265509;9.525588806
